ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	NAS	Nassau			17	17	Yes			9664
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	NAS	Nassau			17	17	Yes			10045
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	NAS	Nassau			17	17	Yes			9480
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	OKA	Okaloosa			47	47	Yes			29478
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	OKA	Okaloosa			47	47	Yes			31199
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	OKA	Okaloosa			47	47	Yes			31033
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	OKE	Okeechobee			18	18	Yes			5583
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	OKE	Okeechobee			18	18	Yes			5660
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	OKE	Okeechobee			18	18	Yes			5647
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	ORA	Orange			218	218	Yes			121193
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	ORA	Orange			218	218	Yes			127744
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	ORA	Orange			218	218	Yes			129834
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	OSC	Osceola			62	62	Yes			23328
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	OSC	Osceola			62	62	Yes			23521
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	OSC	Osceola			62	62	Yes			22133
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	PAL	Palm Beach			479	479	Yes			227208
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	PAL	Palm Beach			479	479	Yes			230680
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	PAL	Palm Beach			479	479	Yes			224650
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	PAS	Pasco			143	143	Yes			66283
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	PAS	Pasco			143	143	Yes			68047
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	PAS	Pasco			143	143	Yes			64447
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	PIN	Pinellas			343	343	Yes			201692
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	PIN	Pinellas			343	343	Yes			205870
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	PIN	Pinellas			343	343	Yes			206382
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	POL	Polk			152	152	Yes			87109
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	POL	Polk			152	152	Yes			86724
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	POL	Polk			152	152	Yes			84153
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	PUT	Putnam			51	51	Yes			12727
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	PUT	Putnam			51	51	Yes			13027
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	PUT	Putnam			51	51	Yes			13058
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	SAN	Santa Rosa			34	34	Yes			19388
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	SAN	Santa Rosa			34	34	Yes			19109
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	SAN	Santa Rosa			34	34	Yes			18540
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	SAR	Sarasota			140	140	Yes			83456
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	SAR	Sarasota			140	140	Yes			85181
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	SAR	Sarasota			140	140	Yes			86315
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	SEM	Seminole			133	133	Yes			62358
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	SEM	Seminole			133	133	Yes			62540
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	SEM	Seminole			133	133	Yes			60129
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	STJ	St. Johns			57	57	Yes			24564
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	STJ	St. Johns			57	57	Yes			25214
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	STJ	St. Johns			57	57	Yes			25126
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	STL	St. Lucie			77	77	Yes			40913
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	STL	St. Lucie			77	77	Yes			41241
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	STL	St. Lucie			77	77	Yes			40986
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	SUM	Sumter			23	23	Yes			7333
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	SUM	Sumter			23	23	Yes			7439
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	SUM	Sumter			23	23	Yes			7522
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	SUW	Suwannee			16	16	Yes			5673
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	SUW	Suwannee			16	16	Yes			5838
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	SUW	Suwannee			16	16	Yes			5531
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	TAY	Taylor			14	14	Yes			2889
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	TAY	Taylor			14	14	Yes			3057
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	TAY	Taylor			14	14	Yes			3018
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	UNI	Union			11	11	Yes			1384
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	UNI	Union			11	11	Yes			1423
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	UNI	Union			11	11	Yes			1380
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	VOL	Volusia			174	174	Yes			93598
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	VOL	Volusia			174	174	Yes			94755
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	VOL	Volusia			174	174	Yes			96471
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	WAK	Wakulla			12	12	Yes			3729
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	WAK	Wakulla			12	12	Yes			3811
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	WAK	Wakulla			12	12	Yes			3443
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	WAL	Walton			33	33	Yes			5119
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	WAL	Walton			33	33	Yes			5318
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	WAL	Walton			33	33	Yes			5425
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	WAS	Washington			15	15	Yes			3001
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	WAS	Washington			15	15	Yes			2822
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	WAS	Washington			15	15	Yes			2735
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	ALA	Alachua			50	50	No			15101
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	ALA	Alachua			50	50	No			14696
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	ALA	Alachua			50	50	No			15531
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BAK	Baker			8	8	No			2570
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BAK	Baker			8	8	No			2617
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BAK	Baker			8	8	No			2510
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BAY	Bay			47	47	No			16130
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BAY	Bay			47	47	No			15639
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BAY	Bay			47	47	No			17254
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BRA	Bradford			19	19	No			2793
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BRA	Bradford			19	19	No			2872
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BRA	Bradford			19	19	No			2769
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BRE	Brevard			218	218	No			52421
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BRE	Brevard			218	218	No			50681
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BRE	Brevard			218	218	No			54958
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BRO	Broward			609	609	No			107104
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BRO	Broward			609	609	No			111175
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BRO	Broward			609	609	No			105753
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CAL	Calhoun			13	13	No			1696
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CAL	Calhoun			13	13	No			1673
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CAL	Calhoun			13	13	No			1753
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CHA	Charlotte			63	63	No			14902
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CHA	Charlotte			63	63	No			15088
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CHA	Charlotte			63	63	No			14514
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CIT	Citrus			30	30	No			16108
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CIT	Citrus			30	30	No			15392
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CIT	Citrus			30	30	No			16261
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CLA	Clay			47	47	No			13291
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CLA	Clay			47	47	No			14120
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CLA	Clay			47	47	No			13053
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CLL	Collier			94	94	No			14449
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CLL	Collier			94	94	No			14125
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CLL	Collier			94	94	No			15236
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	CLM	Columbia			30	30	No			6521
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	CLM	Columbia			30	30	No			6546
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	CLM	Columbia			30	30	No			6206
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	DAD	Dade			576	576	No			94493
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	DAD	Dade			576	576	No			87493
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	DAD	Dade			576	576	No			93234
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	DES	Desoto			15	15	No			2115
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	DES	Desoto			15	15	No			2219
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	DES	Desoto			15	15	No			2047
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	DIX	Dixie			11	11	No			1724
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	DIX	Dixie			11	11	No			1679
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	DIX	Dixie			11	11	No			1731
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	DUV	Duval			257	257	No			59857
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	DUV	Duval			257	257	No			63520
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	DUV	Duval			257	257	No			57278
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	ESC	Escambia			101	101	No			41399
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	ESC	Escambia			101	101	No			39612
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	ESC	Escambia			101	101	No			42329
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	FLA	Flagler			25	25	No			4408
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	FLA	Flagler			25	25	No			4490
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	FLA	Flagler			25	25	No			4127
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	FRA	Franklin			8	8	No			1418
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	FRA	Franklin			8	8	No			1366
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	FRA	Franklin			8	8	No			1482
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	GAD	Gadsden			16	16	No			3156
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	GAD	Gadsden			16	16	No			3587
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	GAD	Gadsden			16	16	No			2963
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	GIL	Gilchrist			10	10	No			1755
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	GIL	Gilchrist			10	10	No			1737
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	GIL	Gilchrist			10	10	No			1786
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	GLA	Glades			13	13	No			1080
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	GLA	Glades			13	13	No			1078
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	GLA	Glades			13	13	No			1053
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	GUL	Gulf			14	14	No			2673
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	GUL	Gulf			14	14	No			2577
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	GUL	Gulf			14	14	No			2730
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HAM	Hamilton			8	8	No			1303
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HAM	Hamilton			8	8	No			1331
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HAM	Hamilton			8	8	No			1274
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HAR	Hardee			12	12	No			1916
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HAR	Hardee			12	12	No			1910
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HAR	Hardee			12	12	No			2036
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HEN	Hendry			22	22	No			2445
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HEN	Hendry			22	22	No			2466
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HEN	Hendry			22	22	No			2421
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HER	Hernando			51	51	No			15428
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HER	Hernando			51	51	No			15309
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HER	Hernando			51	51	No			15827
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HIG	Highlands			25	25	No			8906
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HIG	Highlands			25	25	No			9136
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HIG	Highlands			25	25	No			8658
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HIL	Hillsborough			358	358	No			75419
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HIL	Hillsborough			358	358	No			73162
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HIL	Hillsborough			358	358	No			83324
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	HOL	Holmes			16	16	No			2888
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	HOL	Holmes			16	16	No			2945
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	HOL	Holmes			16	16	No			2751
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	IND	Indian River			38	38	No			9983
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	IND	Indian River			38	38	No			9759
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	IND	Indian River			38	38	No			10521
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	JAC	Jackson			26	26	No			6031
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	JAC	Jackson			26	26	No			6307
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	JAC	Jackson			26	26	No			5906
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	JEF	Jefferson			13	13	No			1227
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	JEF	Jefferson			13	13	No			1206
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	JEF	Jefferson			13	13	No			1434
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LAF	Lafayette			5	5	No			983
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LAF	Lafayette			5	5	No			995
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LAF	Lafayette			5	5	No			971
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LAK	Lake			77	77	No			21690
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LAK	Lake			77	77	No			19793
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LAK	Lake			77	77	No			21539
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LEE	Lee			150	150	No			43837
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LEE	Lee			150	150	No			42360
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LEE	Lee			150	150	No			42873
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LEO	Leon			94	94	No			15864
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LEO	Leon			94	94	No			16929
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LEO	Leon			94	94	No			24006
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LEV	Levy			21	21	No			3833
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LEV	Levy			21	21	No			3741
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LEV	Levy			21	21	No			3583
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	LIB	Liberty			8	8	No			722
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	LIB	Liberty			8	8	No			724
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	LIB	Liberty			8	8	No			787
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	MAD	Madison			11	11	No			1974
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	MAD	Madison			11	11	No			1891
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	MAD	Madison			11	11	No			1793
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	MAN	Manatee			126	126	No			23987
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	MAN	Manatee			126	126	No			26309
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	MAN	Manatee			126	126	No			25751
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	MRN	Marion			89	89	No			27238
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	MRN	Marion			89	89	No			26447
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	MRN	Marion			89	89	No			25806
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	MRT	Martin			35	35	No			10953
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	MRT	Martin			35	35	No			11873
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	MRT	Martin			35	35	No			11849
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	MON	Monroe			33	33	No			8350
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	MON	Monroe			33	33	No			8433
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	MON	Monroe			33	33	No			8174
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	NAS	Nassau			17	17	No			7058
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	NAS	Nassau			17	17	No			7293
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	NAS	Nassau			17	17	No			7446
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	OKA	Okaloosa			47	47	No			21436
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	OKA	Okaloosa			47	47	No			20880
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	OKA	Okaloosa			47	47	No			19814
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	OKE	Okeechobee			18	18	No			2787
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	OKE	Okeechobee			18	18	No			2863
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	OKE	Okeechobee			18	18	No			2834
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	ORA	Orange			218	218	No			70591
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	ORA	Orange			218	218	No			63771
